age,gender,edu,income,househd_size,r_white,r_black,r_asian,r_hispanic,r_native,has_children,has_elders,has_special_needs,has_pets,hs_single_fam,hs_condo,hs_mobile,hm_wood,hm_brick,owner,insurance,coast_dist,info_tv,info_tv_damage,info_tv_casualty,info_tv_road,info_tv_prep,info_tv_stay,info_tv_leave,info_social,info_social_damage,info_social_storm,info_social_prep,info_social_stay,info_social_leave,info_social_road,friends_suggest,neighbors_doing,received_evac_notice,no_evac_notice,received_mandatory,received_voluntary,received_stay_notice,no_stay_notice,evac_notice_before_landfall,evac_notice_after_landfall,evac_decision
34,1,3,2,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,5,1,2.0,4.0,4.0,3.0,3.0,4.0,1,4.0,4.0,4.0,3.0,4.0,4.0,2,0.0,0,1,0,0,0,0,0,0,0
35,1,2,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,1,4.0,3.0,5.0,5.0,4.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0,1,0,0,1,0,0,0,0
32,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,4.0,3.0,5.0,5.0,4.0,2.0,1,3.0,3.0,2.0,4.0,2.0,3.0,1,1.0,0,1,0,0,0,0,0,0,0
20,1,2,2,4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3,1,4.0,4.0,3.0,3.0,3.0,4.0,1,4.0,4.0,3.0,4.0,4.0,4.0,2,1.0,0,1,0,0,0,0,0,0,1
37,1,1,3,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
28,0,3,3,3,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,3,1,4.0,3.0,5.0,3.0,4.0,5.0,1,5.0,5.0,3.0,3.0,4.0,4.0,2,2.0,1,0,0,1,0,1,1,0,1
50,1,2,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,5,1,4.0,2.0,5.0,5.0,4.0,3.0,1,4.0,4.0,4.0,2.0,4.0,4.0,2,1.0,0,1,0,0,1,0,0,0,0
24,1,2,4,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,5.0,2.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,1,0,0,1,0,0,1,0,0
24,0,2,0,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3,1,2.0,2.0,3.0,3.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,0,1,0,0,0
36,0,2,1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,1,4.0,4.0,4.0,5.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,0,0,0,0,0
24,1,3,3,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,2,1,4.0,3.0,4.0,4.0,3.0,4.0,1,4.0,4.0,4.0,4.0,3.0,4.0,2,2.0,0,1,0,0,1,0,0,0,0
31,1,3,4,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,5,1,3.0,2.0,4.0,4.0,2.0,3.0,1,2.0,3.0,4.0,2.0,3.0,3.0,2,2.0,0,1,0,0,0,0,0,0,0
28,0,3,4,5,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3,1,4.0,3.0,4.0,3.0,3.0,4.0,1,4.0,4.0,4.0,2.0,4.0,4.0,1,1.0,1,0,0,1,1,0,1,0,0
35,0,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,5.0,5.0,5.0,2.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,0,1,0,0,0
50,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,1,3.0,1.0,3.0,3.0,2.0,2.0,1,4.0,4.0,2.0,2.0,2.0,3.0,2,1.0,0,1,0,0,1,0,0,0,1
46,0,3,2,3,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,4.0,3.0,4.0,4.0,4.0,4.0,2,2.0,1,0,1,0,0,1,1,0,1
36,1,3,2,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,5,1,4.0,3.0,3.0,3.0,3.0,4.0,1,5.0,4.0,2.0,3.0,3.0,3.0,2,2.0,1,0,0,1,1,0,0,1,1
24,1,4,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,3,1,3.0,2.0,4.0,3.0,3.0,3.0,1,2.0,3.0,2.0,3.0,2.0,2.0,2,2.0,0,0,0,0,0,1,0,0,1
40,0,2,2,4,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,5,1,4.0,3.0,3.0,5.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0,1,0,0,1,0,0,0,1
30,1,3,2,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,5.0,2.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
24,1,0,2,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,5,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
19,0,2,2,6,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,5,1,4.0,3.0,3.0,4.0,5.0,4.0,1,3.0,4.0,4.0,4.0,4.0,4.0,1,1.0,0,1,0,0,1,0,0,0,1
34,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,1,4.0,4.0,3.0,4.0,4.0,3.0,1,5.0,5.0,2.0,4.0,3.0,3.0,1,1.0,0,1,0,0,1,0,0,0,0
28,1,2,3,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,2,1,5.0,5.0,5.0,5.0,5.0,2.0,1,5.0,5.0,5.0,5.0,3.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
55,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,5.0,5.0,4.0,4.0,3.0,3.0,1,3.0,3.0,2.0,2.0,2.0,3.0,1,1.0,0,1,0,0,0,1,0,0,0
49,1,3,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,0,1,0,0,1,0,0,0,1
32,0,4,4,5,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,5,1,4.0,3.0,3.0,3.0,3.0,3.0,1,3.0,2.0,3.0,2.0,3.0,3.0,2,2.0,1,0,0,1,0,1,0,0,1
32,1,2,4,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,5,1,5.0,3.0,5.0,4.0,3.0,3.0,1,5.0,5.0,4.0,3.0,3.0,4.0,1,1.0,0,1,0,0,0,1,0,0,0
37,0,3,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,1,2.0,0,1,0,0,0,1,0,0,0
38,0,4,4,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,2.0,2.0,3.0,4.0,3.0,4.0,1,3.0,3.0,4.0,3.0,4.0,4.0,1,1.0,0,1,0,0,1,0,0,0,0
25,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,5.0,2.0,4.0,4.0,4.0,4.0,1,4.0,5.0,4.0,4.0,4.0,2.0,2,1.0,0,1,0,0,1,0,0,0,1
35,1,1,3,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,5,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,2,2.0,0,1,0,0,0,1,0,0,0
30,1,3,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,5.0,3.0,5.0,5.0,5.0,5.0,1,5.0,5.0,3.0,3.0,5.0,5.0,2,2.0,0,1,0,0,0,1,0,0,1
32,1,2,2,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,5,1,5.0,2.0,5.0,5.0,3.0,5.0,1,5.0,5.0,5.0,2.0,5.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
37,0,2,1,6,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,5.0,1.0,2.0,5.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0,1,0,0,0,1,0,0,0
61,0,4,3,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,2.0,1.0,4.0,4.0,2.0,3.0,1,2.0,4.0,3.0,1.0,2.0,2.0,2,1.0,0,1,0,0,0,1,0,0,0
35,0,3,4,4,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,4,1,3.0,1.0,4.0,4.0,5.0,4.0,1,4.0,5.0,3.0,3.0,3.0,4.0,1,1.0,0,1,0,0,1,0,0,0,0
41,0,4,4,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,2,1,4.0,2.0,5.0,2.0,2.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1,1.0,1,0,0,1,0,1,1,0,0
26,0,3,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,5.0,3.0,5.0,4.0,5.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0,1,0,0,0,1,0,0,1
21,0,2,2,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,2.0,2.0,4.0,5.0,5.0,5.0,1,5.0,5.0,5.0,3.0,3.0,5.0,2,1.0,0,0,0,0,0,1,0,0,1
32,0,3,2,5,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,1,4.0,3.0,4.0,4.0,4.0,4.0,1,3.0,3.0,3.0,2.0,3.0,4.0,2,2.0,1,0,0,1,0,1,1,0,1
39,1,2,4,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,2.0,2.0,3.0,4.0,1.0,4.0,1,3.0,4.0,5.0,1.0,3.0,3.0,1,1.0,0,1,0,0,0,0,0,0,0
32,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,1,3.0,3.0,4.0,1.0,2.0,3.0,1,2.0,2.0,2.0,2.0,2.0,2.0,1,1.0,0,1,0,0,0,0,0,0,0
22,0,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,5,1,3.0,3.0,2.0,3.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0,1,0,0,0,0,0,0,0
35,1,1,1,5,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,1,4.0,4.0,4.0,4.0,4.0,1.0,1,1.0,2.0,5.0,5.0,2.0,3.0,1,1.0,0,1,0,0,0,0,0,0,0
38,1,3,4,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,3,1,5.0,1.0,4.0,5.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0,1,0,0,0,0,0,0,0
58,1,3,4,5,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,1,5.0,3.0,5.0,5.0,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,1,0,0,0,0
21,1,2,1,3,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,4.0,4.0,4.0,4.0,3.0,5.0,1,4.0,4.0,2.0,3.0,5.0,4.0,3,1.0,0,0,0,0,0,0,0,0,0
29,0,2,2,3,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,3,1,4.0,2.0,5.0,5.0,2.0,4.0,1,4.0,4.0,5.0,2.0,4.0,5.0,1,1.0,0,1,0,0,0,0,0,0,0
31,1,3,3,4,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,2,1,5.0,3.0,5.0,5.0,4.0,5.0,1,4.0,5.0,4.0,4.0,5.0,5.0,2,2.0,1,0,1,0,0,1,1,0,1
31,0,3,2,4,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,2,1,4.0,2.0,4.0,3.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,1,0,0,0,0
40,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,1,3.0,2.0,4.0,5.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0,0,0,0,0,0,0,0,0
21,1,3,1,3,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,4,1,5.0,5.0,5.0,2.0,3.0,4.0,1,5.0,5.0,5.0,4.0,5.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
45,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
24,1,3,3,8,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,5,1,5.0,2.0,4.0,3.0,4.0,1.0,1,5.0,5.0,1.0,4.0,1.0,4.0,1,1.0,0,1,0,0,1,0,0,0,0
28,1,2,3,3,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,3.0,3.0,5.0,5.0,5.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0,1,0,0,0,1,0
25,1,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,1,4.0,2.0,3.0,5.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,0,0,1,0,1,1,0,0
32,0,1,2,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,3.0,3.0,4.0,4.0,3.0,3.0,1,3.0,3.0,3.0,3.0,3.0,3.0,1,1.0,0,1,0,0,0,0,0,0,0
46,1,3,3,3,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,3,1,2.0,1.0,5.0,5.0,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,1,0,0,0,1
56,1,4,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,3.0,2.0,4.0,4.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0,0,0,0,0,0,0,0,1
30,1,3,4,4,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,2,1,3.0,3.0,3.0,1.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,0,1,0,0,0
28,0,1,2,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,0,0,0
23,1,4,4,5,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,5,1,4.0,4.0,5.0,3.0,4.0,4.0,1,4.0,4.0,3.0,4.0,4.0,5.0,2,2.0,0,0,0,0,1,0,0,0,1
23,1,2,1,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,4,1,2.0,1.0,3.0,5.0,3.0,5.0,1,4.0,5.0,5.0,2.0,5.0,5.0,2,0.0,0,1,0,0,0,1,0,0,0
36,1,3,4,5,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,3,1,4.0,4.0,4.0,4.0,4.0,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,2,1.0,0,1,0,0,1,0,0,0,0
23,1,3,1,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,2,1,3.0,2.0,2.0,2.0,3.0,3.0,1,4.0,3.0,2.0,2.0,3.0,3.0,2,2.0,1,0,0,1,0,1,1,0,1
56,0,0,3,5,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,3,1,5.0,5.0,5.0,5.0,5.0,3.0,1,5.0,5.0,5.0,4.0,4.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
38,1,2,1,6,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,4,1,5.0,5.0,5.0,5.0,4.0,3.0,1,5.0,5.0,3.0,3.0,3.0,4.0,3,1.0,0,1,0,0,0,0,0,0,0
21,1,1,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,5,1,1.0,2.0,2.0,2.0,4.0,4.0,1,1.0,5.0,2.0,4.0,2.0,2.0,1,1.0,0,1,0,0,1,0,0,0,0
31,1,3,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1,4.0,4.0,5.0,3.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0,1,0,0,0,0,0,0,1
23,1,3,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,1.0,0,1,0,0,1,0,0,0,0
50,1,4,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,5.0,4.0,4.0,5.0,3.0,4.0,1,5.0,5.0,5.0,4.0,5.0,5.0,2,1.0,0,1,0,0,0,0,0,0,0
27,1,2,4,3,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,4,1,4.0,2.0,4.0,4.0,4.0,4.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,1.0,0,1,0,0,1,0,0,0,0
18,0,1,0,7,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,2.0,4.0,4.0,2.0,3.0,1,2.0,2.0,3.0,2.0,2.0,3.0,1,2.0,0,0,0,0,0,0,0,0,0
18,0,1,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,4.0,5.0,2.0,5.0,1,1.0,0,0,0,0,0,1,0,0,1
26,1,4,3,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,1,3.0,1.0,2.0,2.0,3.0,3.0,1,3.0,3.0,2.0,2.0,2.0,3.0,3,0.0,0,1,0,0,1,0,0,0,0
24,1,2,2,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,3.0,4.0,4.0,4.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,1,0,0,0,1,0,0,1
26,1,3,1,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,1,5.0,4.0,5.0,3.0,3.0,3.0,1,5.0,5.0,2.0,2.0,3.0,5.0,1,1.0,0,0,0,0,0,0,0,0,0
49,1,3,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,1,3.0,3.0,4.0,3.0,3.0,3.0,1,4.0,4.0,3.0,3.0,3.0,4.0,3,1.0,0,1,0,0,0,0,0,0,0
56,1,3,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,5,1,4.0,4.0,3.0,3.0,2.0,4.0,1,2.0,2.0,3.0,3.0,2.0,2.0,1,1.0,0,1,0,0,1,0,0,0,0
23,1,2,4,8,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,4,1,5.0,3.0,5.0,5.0,2.0,3.0,1,5.0,5.0,3.0,1.0,3.0,5.0,2,1.0,0,0,0,0,1,0,0,0,1
34,1,0,3,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,4.0,2.0,3.0,5.0,5.0,5.0,1,5.0,5.0,2.0,4.0,4.0,5.0,2,1.0,1,0,1,0,0,1,0,1,0
26,1,3,4,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,4,1,4.0,3.0,5.0,4.0,4.0,4.0,1,5.0,5.0,5.0,3.0,4.0,5.0,2,1.0,0,0,0,0,1,0,0,0,0
40,1,2,4,8,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,3,1,2.0,2.0,4.0,5.0,5.0,5.0,1,2.0,4.0,5.0,5.0,5.0,5.0,1,1.0,0,0,0,0,0,0,0,0,0
48,1,3,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,5.0,5.0,4.0,5.0,3.0,3.0,1,5.0,5.0,4.0,4.0,4.0,4.0,1,1.0,1,0,0,1,0,1,1,0,0
54,0,4,4,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,5,1,4.0,3.0,4.0,5.0,5.0,5.0,1,4.0,3.0,4.0,4.0,4.0,4.0,3,1.0,0,1,0,0,0,1,0,0,0
34,1,3,4,4,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,2.0,1,0,1,0,0,1,0,1,0
30,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,5,1,5.0,5.0,5.0,1.0,4.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,0,0,0,0,0
25,0,3,2,4,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,3,1,2.0,2.0,4.0,2.0,2.0,4.0,1,3.0,3.0,2.0,3.0,3.0,2.0,2,1.0,0,1,0,0,1,0,0,0,0
70,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,5.0,5.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,5.0,5.0,2,1.0,0,1,0,0,0,1,0,0,1
46,1,4,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,1,5.0,4.0,3.0,2.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,0,1,0,0,0,0
33,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,3.0,2.0,2.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1,0,1,0,0,1,1,0,1
36,0,3,4,5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,5,1,5.0,5.0,5.0,4.0,5.0,5.0,1,5.0,5.0,4.0,3.0,4.0,4.0,2,2.0,1,0,0,1,1,0,1,0,1
26,1,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,5,1,2.0,1.0,4.0,5.0,2.0,3.0,1,3.0,3.0,2.0,2.0,3.0,4.0,1,1.0,0,1,0,0,0,0,0,0,0
33,0,3,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,5,1,3.0,2.0,4.0,4.0,2.0,4.0,1,4.0,4.0,3.0,2.0,4.0,4.0,2,2.0,0,1,0,0,0,1,0,0,1
21,1,2,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,1,2.0,2.0,3.0,4.0,4.0,4.0,1,4.0,5.0,2.0,4.0,4.0,5.0,2,1.0,0,1,0,0,1,0,0,0,0
31,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,5,1,3.0,4.0,4.0,5.0,3.0,3.0,1,2.0,4.0,4.0,3.0,3.0,4.0,2,1.0,0,1,0,0,0,0,0,0,0
24,1,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,4.0,4.0,5.0,4.0,3.0,4.0,1,5.0,5.0,4.0,3.0,4.0,5.0,2,2.0,0,0,0,0,0,1,0,0,1
25,0,3,2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,1,4.0,2.0,3.0,3.0,2.0,2.0,1,4.0,1.0,3.0,3.0,2.0,3.0,3,1.0,0,1,0,0,0,0,0,0,0
25,1,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3.0,2.0,2.0,2.0,4.0,2.0,1,2.0,3.0,2.0,2.0,3.0,3.0,3,0.0,0,1,0,0,0,1,0,0,0
34,0,4,4,3,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,4,1,5.0,2.0,5.0,3.0,4.0,4.0,1,5.0,2.0,5.0,5.0,3.0,5.0,1,1.0,0,1,0,0,1,0,0,0,0
33,1,4,4,5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,5,1,4.0,3.0,5.0,3.0,3.0,4.0,1,5.0,5.0,3.0,4.0,5.0,5.0,1,1.0,0,1,0,0,0,0,0,0,0
33,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,4.0,2.0,2.0,4.0,3.0,3.0,1,2.0,3.0,4.0,3.0,4.0,4.0,1,1.0,0,1,0,0,0,0,0,0,0
23,1,4,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,4.0,3.0,3.0,4.0,4.0,4.0,1,4.0,3.0,3.0,4.0,4.0,3.0,1,1.0,0,1,0,0,0,1,0,0,0
29,0,3,2,4,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,4,1,4.0,2.0,4.0,4.0,3.0,5.0,1,2.0,3.0,4.0,3.0,5.0,5.0,2,2.0,1,0,1,0,0,1,0,1,1
32,1,3,4,4,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,4,1,4.0,2.0,4.0,2.0,4.0,2.0,1,5.0,4.0,3.0,4.0,2.0,3.0,3,1.0,0,1,0,0,0,0,0,0,0
29,1,4,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,5,1,3.0,4.0,4.0,4.0,4.0,4.0,1,3.0,4.0,3.0,3.0,3.0,4.0,1,1.0,0,1,0,0,1,0,0,0,0
33,1,4,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,5,1,3.0,2.0,4.0,2.0,4.0,3.0,1,4.0,4.0,3.0,2.0,3.0,4.0,1,1.0,0,1,0,0,1,0,0,0,0
38,1,3,3,3,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,5,1,5.0,2.0,5.0,5.0,5.0,5.0,1,5.0,5.0,5.0,5.0,3.0,5.0,2,0.0,0,1,0,0,1,0,0,0,0
33,1,3,2,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,3,1,2.0,1.0,1.0,2.0,2.0,4.0,1,1.0,1.0,3.0,3.0,3.0,1.0,1,2.0,0,0,0,0,0,1,0,0,1
35,0,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1.0,1.0,1.0,1.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,1,0,0,0,0,0,0,0
38,0,2,4,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,2,1,4.0,3.0,4.0,4.0,3.0,3.0,1,4.0,4.0,3.0,3.0,4.0,4.0,2,2.0,0,0,0,0,0,0,0,0,1
20,0,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,1,4.0,2.0,4.0,4.0,4.0,4.0,1,3.0,3.0,4.0,3.0,4.0,4.0,2,2.0,1,0,0,1,0,1,1,0,0
42,1,2,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,3,1,5.0,5.0,5.0,5.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0,1,0,0,0,1,0,0,0
