age,male,r_white,r_black,r_hispanic,r_asian,r_native,househd_size,have_child,have_elder,income_above_4k,college_edu,owner,pets,ht_single_fam,ht_mobile,ht_condo,hm_wood,hm_brick_cement,coast_dist,elevation,issued_mandatory,issued_voluntary,heard_order,od_voluntary,od_mandatory,know_evac_zone,ez_in_zone,ez_not_in_zone,src_local_radio,src_local_tv,src_cable_cnn,src_cable_weather_channel,src_cable_other,src_internet,importance_nhc,importance_local_media,trust_local_media,seek_local_weather_office,see_track_map,concern_wind,concern_fld_surge,concern_fld_rainfall,concern_tornado,sf_cat4_water,sf_cat4_wind_water,sf_cat3_water,sf_cat3_wind_water,sf_cat2_water,sf_cat2_wind_water,state,county,zip,evac
41.0,0,0,0,1,0,0,3.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,30.9561247065,91.9,0,0,0.0,0,0,0,0,0,3,3,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,FL,inland counties,32464,0
54.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,0,0,0.473529451921,0.0,1,0,0.0,0,0,1,1,0,2,3,0,3,3,0,1.0,1.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,FL,okaloosa county,32578,1
38.0,0,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,6.34938837866,88.1,1,0,0.0,0,0,1,0,1,3,1,1,1,1,3,2.0,2.0,1.0,0.0,0.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,FL,bay county,32466,0
48.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,1.91024256361,0.0,0,0,1.0,0,1,1,1,0,3,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,FL,monroe county,33037,0
57.0,1,1,0,0,0,0,6.0,1.0,0.0,1.0,1,1,0,1,0,0,1,0,8.85945358769,149.4,1,0,0.0,0,0,0,0,0,1,0,0,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,escambia county,32533,0
63.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,35.6183845476,91.3,0,0,0.0,0,0,1,0,1,3,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,FL,inland counties,32425,0
52.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,1,1,0,0,0,1,1.78736442911,90.7,1,0,0.0,0,0,1,0,1,1,3,0,3,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,escambia county,32504,0
78.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,4.19583371076,12.6,0,0,0.0,0,0,1,1,0,0,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,FL,franklin county,32322,0
33.0,0,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,15.3961471011,180.2,1,0,1.0,1,0,1,1,0,3,3,3,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,FL,bay county,32438,1
43.0,1,0,0,0,0,0,6.0,1.0,0.0,1.0,1,1,0,1,0,0,1,0,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,3,3,1,3,1,2,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,monroe county,33040,1
55.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,0,3.41658813867,53.2,1,0,0.0,0,0,1,0,1,3,3,0,1,3,3,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,bay county,32404,0
55.0,1,1,0,0,0,0,3.0,0.0,1.0,1.0,0,1,0,1,0,0,0,1,6.10903499649,107.2,1,0,1.0,1,0,1,1,0,0,3,0,3,0,0,2.0,0.0,1.0,1.0,1.0,2.0,2,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,FL,escambia county,32534,0
46.0,1,0,1,0,0,0,1.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,4.88240194821,0.0,0,0,0.0,0,0,1,1,0,3,0,2,3,3,0,0.0,1.0,1.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,FL,monroe county,33040,0
18.0,1,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,4.19583371076,12.6,0,0,1.0,1,0,1,1,0,0,0,3,3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FL,franklin county,32322,1
59.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0.52534680485,11.5,1,0,1.0,1,0,1,0,1,2,1,3,3,1,1,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,FL,okaloosa county,32569,1
66.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,4.88240194821,0.0,0,0,0.0,0,0,1,1,0,0,0,0,2,1,3,2.0,0.0,0.0,0.0,1.0,2.0,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,FL,monroe county,33040,1
62.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,0,0,1,1,1,3,1.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,monroe county,33040,0
59.0,1,0,0,1,0,0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,3,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,FL,monroe county,33040,1
61.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,35.6183845476,91.3,0,0,0.0,0,0,1,1,0,3,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,FL,inland counties,32425,0
42.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,1,1,1,1,0,0,1,0,6.10903499649,107.2,1,0,0.0,0,0,1,0,1,0,3,0,0,0,3,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,escambia county,32534,0
82.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,4.88240194821,0.0,0,0,1.0,1,0,1,1,0,3,1,1,0,0,0,2.0,0.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,FL,monroe county,33040,0
71.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,15.3961471011,180.2,1,0,0.0,0,0,1,0,1,0,3,3,3,3,3,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,FL,bay county,32438,0
43.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,4.88240194821,0.0,0,0,1.0,1,0,1,1,0,2,3,2,2,2,2,1.0,2.0,1.0,1.0,1.0,2.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,FL,monroe county,33040,1
66.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,1.08910160159,0.0,0,0,0.0,0,0,1,1,0,2,1,0,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,monroe county,33036,0
31.0,1,1,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,0.473529451921,0.0,1,0,1.0,1,0,0,0,0,0,3,0,3,0,3,2.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,okaloosa county,32578,0
40.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,1.00987323199,9.5,0,0,0.0,0,0,1,1,0,2,2,0,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,FL,franklin county,32320,1
59.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,0.165333745235,0.0,0,0,0.0,0,0,1,1,0,0,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,monroe county,33070,1
55.0,0,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,1.11590786616,0.0,0,0,0.0,0,0,1,1,0,3,1,2,2,2,3,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,FL,franklin county,32328,1
84.0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.165333745235,0.0,0,0,1.0,1,0,1,1,0,3,3,1,3,3,3,2.0,2.0,1.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FL,monroe county,33070,0
56.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,2.06723927197,0.0,0,0,1.0,1,0,1,1,0,0,3,1,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,FL,monroe county,33050,0
39.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,0,0,1,0,0,1.91024256361,0.0,0,0,1.0,1,0,1,1,0,2,2,0,2,2,3,1.0,1.0,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,FL,monroe county,33037,0
40.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.9275718969,34.8,1,0,1.0,1,0,1,1,0,3,3,2,1,0,3,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,FL,bay county,32405,0
55.0,1,0,1,0,0,0,3.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0.904074593135,11.2,1,0,0.0,0,0,1,0,1,3,3,2,3,3,3,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,FL,bay county,32444,0
48.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,3.67286224885,58.5,1,0,0.0,0,0,1,0,1,1,1,1,1,1,1,0.0,2.0,1.0,0.0,1.0,0.0,0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,okaloosa county,32547,0
66.0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,8.85945358769,149.4,1,0,1.0,1,0,0,0,0,3,3,2,2,0,2,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,escambia county,32533,1
30.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FL,monroe county,33040,1
38.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,2.56803515393,49.7,1,0,0.0,0,0,0,0,0,1,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,FL,escambia county,32514,1
37.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,0,0,0,0,0,6.34938837866,88.1,1,0,0.0,0,0,1,0,1,3,3,0,0,0,0,1.0,2.0,1.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,bay county,32466,0
38.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,8.85945358769,149.4,1,0,0.0,0,0,0,0,0,0,2,0,3,0,3,2.0,1.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,escambia county,32533,0
35.0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,1.103248068,72.2,1,0,0.0,0,0,0,0,0,1,0,0,0,0,2,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,FL,escambia county,32501,1
55.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,2,2,0,3,3,3,1.0,1.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FL,monroe county,33040,1
68.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,1.00987323199,9.5,0,0,0.0,0,0,1,1,0,0,0,2,2,2,0,1.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FL,franklin county,32320,1
62.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,1,0,1.11590786616,0.0,0,0,1.0,0,0,1,1,0,0,0,3,1,0,0,1.0,0.0,0.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,franklin county,32328,0
56.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,0.120303391552,25.5,1,0,0.0,0,0,1,1,0,3,3,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,bay county,32401,0
62.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,2.06723927197,0.0,0,0,1.0,1,0,1,1,0,1,1,0,1,0,0,1.0,2.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,FL,monroe county,33050,1
61.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,4.19583371076,12.6,0,0,0.0,0,0,1,1,0,0,2,3,3,2,3,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,franklin county,32322,0
49.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,0.165333745235,0.0,0,0,0.0,0,0,1,1,0,2,1,3,0,1,1,2.0,1.0,0.0,1.0,1.0,1.0,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,FL,monroe county,33070,0
66.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,3,3,3,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FL,monroe county,33040,1
31.0,0,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,15.3961471011,180.2,1,0,1.0,1,0,1,1,0,0,3,0,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,FL,bay county,32438,0
55.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,32.0277527397,84.2,0,0,0.0,0,0,1,0,1,3,3,0,1,0,3,2.0,2.0,1.0,0.0,1.0,1.0,0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,inland counties,32448,0
55.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1.78736442911,90.7,1,0,0.0,0,0,1,1,0,3,0,0,3,3,1,2.0,2.0,1.0,1.0,1.0,2.0,1,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,FL,escambia county,32504,0
53.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,3,3,1,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,FL,monroe county,33040,0
55.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,1.00987323199,9.5,0,0,0.0,0,0,1,0,1,0,3,2,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,FL,franklin county,32320,0
54.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,2.56803515393,49.7,1,0,0.0,0,0,1,0,1,1,2,3,3,3,3,2.0,1.0,1.0,1.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,escambia county,32514,0
72.0,1,0,1,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1.78736442911,90.7,1,0,1.0,1,0,0,0,0,3,3,3,0,3,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,escambia county,32504,1
29.0,1,1,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,6.34938837866,88.1,1,0,0.0,0,0,1,1,0,3,3,0,1,3,0,1.0,1.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,FL,bay county,32466,0
58.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,19.9685622058,228.6,0,0,0.0,0,0,1,0,1,3,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,inland counties,32428,0
42.0,1,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,2.34033202078,64.3,1,0,0.0,0,0,0,0,0,2,2,0,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,escambia county,32526,0
71.0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,1.55214734955,0.0,0,0,0.0,0,0,1,1,0,0,3,2,3,3,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,FL,monroe county,33043,1
59.0,1,1,0,0,0,0,4.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,0.120303391552,25.5,1,0,0.0,0,0,1,0,1,3,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,bay county,32401,0
55.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,1.91024256361,0.0,0,0,1.0,0,1,1,1,0,0,1,0,3,0,3,1.0,1.0,0.0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,FL,monroe county,33037,1
19.0,1,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,1.00987323199,9.5,0,0,0.0,0,0,1,1,0,2,3,2,3,2,2,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,FL,franklin county,32320,0
52.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,4.88240194821,0.0,0,0,1.0,0,0,1,1,0,1,3,2,3,1,0,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,monroe county,33040,0
40.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,1.55214734955,0.0,0,0,1.0,0,1,1,1,0,3,3,0,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,FL,monroe county,33043,0
47.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,2.06723927197,0.0,0,0,1.0,1,0,1,1,0,2,2,2,3,3,2,2.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,FL,monroe county,33050,0
35.0,1,1,0,0,0,0,5.0,1.0,0.0,1.0,0,0,1,1,0,0,1,0,41.4984048405,196.6,0,0,0.0,0,0,1,1,0,3,3,0,3,3,0,0.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,FL,inland counties,32442,0
76.0,1,0,1,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,41.7370875179,111.4,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,2.0,1.0,1.0,0.0,1.0,1.0,0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,FL,inland counties,32446,0
36.0,1,0,0,1,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,2.06723927197,0.0,0,0,1.0,0,1,1,1,0,0,0,3,3,3,3,2.0,1.0,1.0,1.0,1.0,2.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FL,monroe county,33050,1
34.0,1,1,0,0,0,0,3.0,1.0,0.0,1.0,0,1,0,1,0,0,0,1,0.165333745235,0.0,0,0,1.0,0,1,1,1,0,2,2,1,3,3,1,2.0,2.0,1.0,0.0,1.0,0.0,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,FL,monroe county,33070,1
57.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,1.50338764002,25.3,1,0,0.0,0,0,1,0,1,1,0,0,3,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,walton county,32459,0
72.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,1.00987323199,9.5,0,0,0.0,0,0,0,0,0,3,0,0,1,0,0,2.0,1.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,FL,franklin county,32320,0
43.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.1022955757,115.9,0,0,0.0,0,0,0,0,0,3,3,3,3,2,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,FL,santa rosa county,32570,0
65.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,2.46335658352,17.9,1,0,1.0,0,1,1,1,0,3,3,3,3,3,1,2.0,2.0,1.0,1.0,1.0,2.0,2,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,FL,escambia county,32507,0
54.0,0,0,0,0,0,0,5.0,0.0,1.0,1.0,0,1,1,0,1,0,0,0,33.4682942887,144.4,0,0,1.0,0,1,0,0,0,1,3,0,0,0,3,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,inland counties,32431,0
60.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,0,0,0,0,0,4.88240194821,0.0,0,0,0.0,0,0,1,1,0,0,0,1,2,0,3,1.0,0.0,0.0,1.0,1.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,FL,monroe county,33040,0
49.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,3,0,0,0,0,3,2.0,2.0,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FL,monroe county,33040,1
46.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,2.34033202078,64.3,1,0,0.0,0,0,1,1,0,3,3,2,3,2,0,2.0,2.0,1.0,1.0,1.0,2.0,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,FL,escambia county,32526,1
74.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,35.6183845476,91.3,0,0,0.0,0,0,0,0,0,0,3,0,3,0,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,inland counties,32425,0
43.0,1,1,0,0,0,0,2.0,1.0,0.0,1.0,1,1,0,1,0,0,0,1,1.86591274655,21.7,1,0,0.0,0,0,1,0,1,0,2,0,3,0,3,0.0,2.0,1.0,0.0,1.0,0.0,0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,escambia county,32506,0
45.0,0,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,32.0277527397,84.2,0,0,1.0,1,0,0,0,0,3,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,FL,inland counties,32448,1
59.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,2.34033202078,64.3,1,0,0.0,0,0,1,1,0,3,0,0,0,0,3,0.0,2.0,1.0,0.0,1.0,2.0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,FL,escambia county,32526,0
29.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1.11590786616,0.0,0,0,1.0,1,0,1,0,1,3,3,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,FL,franklin county,32328,1
33.0,1,0,0,0,0,1,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,1.55214734955,0.0,0,0,0.0,0,0,1,1,0,1,2,0,1,1,3,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,FL,monroe county,33043,1
47.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,4.88240194821,0.0,0,0,1.0,0,1,1,1,0,1,0,1,1,2,3,2.0,1.0,1.0,1.0,1.0,1.0,2,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,FL,monroe county,33040,1
51.0,0,1,0,0,0,0,5.0,1.0,0.0,0.0,1,0,1,1,0,0,1,0,1.55214734955,0.0,0,0,1.0,1,0,1,1,0,3,2,0,1,2,2,1.0,2.0,1.0,1.0,1.0,2.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,FL,monroe county,33043,0
